ID,Age,Education,Marital_Status,Income,Recency,TotalSpend,TotalPurchases,CampaignAccepted,WebEngagement,HouseholdDependents,Segment,SegmentName,PCA1,PCA2
10814,68,Graduation,Together,70321.0,6,1376,24,0,10,0,2,Established Value,2.2190230155408517,0.055588860204482754
9710,46,PhD,Divorced,58086.0,80,792,21,0,19,1,3,Digital-Engaged,0.889872728837144,2.6422467715347167
9292,63,Graduation,Married,81795.0,74,1382,22,0,6,0,2,Established Value,2.3111143074450697,-1.0965565027611588
10250,68,Basic,Together,28389.0,49,28,3,0,8,0,1,Low-Engagement,-1.4862609570837089,-1.1334806548047043
7881,69,Master,Married,66835.0,21,1033,23,0,8,0,2,Established Value,1.7305545324903273,-0.47623529787600605
5847,46,Graduation,Divorced,69901.0,95,882,20,0,12,1,3,Digital-Engaged,1.0847536709295829,0.8509149819540834
737,66,PhD,Married,80360.0,56,2231,13,3,6,0,0,Premium High-Value,3.7079804825703837,-1.5771215773316665
3571,54,PhD,Together,63342.0,48,1101,16,1,14,1,3,Digital-Engaged,1.33244039419235,1.2010525597369905
7807,41,Graduation,Married,44989.0,26,369,11,0,11,1,1,Low-Engagement,-0.6252218531345837,0.4181577531957664
3878,35,2n Cycle,Single,31859.0,3,48,4,0,8,1,1,Low-Engagement,-1.763606479153882,-0.5090935834002545
5092,66,PhD,Widow,51569.0,39,467,15,1,15,1,3,Digital-Engaged,0.42446768302039756,1.4463602971041767
2154,44,Graduation,Widow,30372.0,33,44,5,0,9,2,1,Low-Engagement,-2.1575757035388525,0.29605533686506563
5394,36,Basic,Single,16014.0,42,38,6,0,4,2,1,Low-Engagement,-2.5104972260992477,-0.8486476081300116
3798,47,Graduation,Married,41120.0,80,81,6,0,8,2,1,Low-Engagement,-1.8048399408874063,0.008571037622119738
3524,44,Master,Single,39763.0,9,167,8,0,14,1,1,Low-Engagement,-1.099549499611697,1.069084525068214
5247,60,PhD,Married,38725.0,52,45,5,0,5,2,1,Low-Engagement,-2.011764488886728,-0.7226862144015145
5883,43,Graduation,Married,77981.0,78,664,18,0,12,1,3,Digital-Engaged,0.9420680433764451,0.7671865664843581
2118,51,2n Cycle,Married,62905.0,68,622,17,0,11,1,3,Digital-Engaged,0.45618091157565316,0.5434890755237414
8812,36,2n Cycle,Divorced,13533.0,45,48,5,0,9,1,1,Low-Engagement,-2.114853343676096,-0.21502104621554222
6616,40,Graduation,Together,59481.0,47,461,14,0,5,1,1,Low-Engagement,-0.06994014015672542,-0.9968562162454848
2797,38,Graduation,Married,72117.0,34,1073,25,0,14,1,3,Digital-Engaged,1.67945392189051,1.579421880889301
4328,29,2n Cycle,Married,21955.0,81,55,6,0,8,1,1,Low-Engagement,-1.846352209864866,-0.48437501902899155
9167,59,Graduation,Married,67131.0,72,976,23,0,15,1,3,Digital-Engaged,1.3524727625518844,1.7246436805613439
10560,35,PhD,Single,36802.0,23,20,4,0,6,1,1,Low-Engagement,-1.696501759981984,-1.0318861541763802
2631,33,Graduation,Together,71853.0,29,1149,16,0,3,0,2,Established Value,1.3952832374198518,-1.9733968470435395
8312,54,Basic,Married,28249.0,80,43,5,0,8,0,1,Low-Engagement,-1.33285785891179,-1.0908917475724418
5534,40,Master,Married,47808.0,30,224,8,1,10,1,1,Low-Engagement,-0.44604381295483697,-0.010115564140444918
5093,41,PhD,Divorced,25509.0,15,101,6,0,12,1,1,Low-Engagement,-1.6694919951918252,0.5460182218840671
7592,69,PhD,Married,51012.0,86,209,9,0,10,0,1,Low-Engagement,-0.327622260094643,-0.531697813836501
8895,30,Graduation,Single,70596.0,68,968,20,0,5,0,2,Established Value,1.515691380325071,-1.3772577029675293
8584,63,PhD,Together,85431.0,54,1165,16,0,2,0,2,Established Value,1.7247877596684835,-2.284233347620869
2694,48,Graduation,Married,42664.0,44,24,4,0,7,1,1,Low-Engagement,-1.5346679110543577,-0.8281275502888894
8910,60,Graduation,Together,42586.0,7,252,11,0,12,2,1,Low-Engagement,-1.2184206672392466,1.2381698266521486
7433,30,Graduation,Single,29760.0,87,165,8,0,11,1,1,Low-Engagement,-1.3759780107016342,0.2902523262299449
164,38,PhD,Married,28973.0,59,269,11,0,13,0,1,Low-Engagement,-0.6241257848308333,0.36864283925215124
10477,42,PhD,Together,39435.0,16,102,6,0,10,1,1,Low-Engagement,-1.3626799335104631,0.015118926685064324
2681,31,2n Cycle,Married,65370.0,1,461,18,0,3,0,2,Established Value,0.7582968952683081,-1.858480832790475
5150,36,Basic,Single,20194.0,64,47,5,0,8,1,1,Low-Engagement,-1.9677352099306509,-0.49846507011813174
5283,39,PhD,Single,42473.0,72,144,7,0,7,2,1,Low-Engagement,-1.6616892178557021,-0.1932731240179718
9645,47,Graduation,Married,64590.0,98,1338,23,0,15,0,3,Digital-Engaged,2.061921991612274,1.1588285111713317
10678,56,Graduation,Together,71232.0,91,917,23,0,18,1,3,Digital-Engaged,1.4444014818606623,2.421936030025652
7261,44,Graduation,Together,34600.0,8,318,12,0,13,2,1,Low-Engagement,-1.266899436229313,1.542824505629245
9648,48,Graduation,Single,46904.0,20,253,10,0,13,2,1,Low-Engagement,-1.1671366629208946,1.4180185930723266
2870,42,Graduation,Married,49094.0,6,502,15,0,12,1,3,Digital-Engaged,-0.11626152373115756,0.8180578633525838
8008,32,Graduation,Together,36075.0,54,119,6,0,8,1,1,Low-Engagement,-1.4526923645876222,-0.49984649069087245
1513,36,2n Cycle,Together,60839.0,72,1250,16,0,10,2,3,Digital-Engaged,0.44312581023093445,0.8234980038746269
6173,36,Graduation,Together,77298.0,46,969,23,0,9,1,2,Established Value,1.4998972631481657,0.25948311456859185
1419,65,Graduation,Together,34026.0,11,76,6,0,7,2,1,Low-Engagement,-2.0032305804067687,-0.1423043072288508
9150,52,PhD,Single,48918.0,21,62,5,0,5,2,1,Low-Engagement,-1.7552173665042268,-0.7224060518632793
7960,53,2n Cycle,Together,82122.0,89,1382,25,1,4,0,2,Established Value,2.9654409689690246,-1.5490721943252672
1250,39,Graduation,Single,37697.0,82,84,6,0,8,1,1,Low-Engagement,-1.4415465798654084,-0.5338830867778643
9905,63,Graduation,Together,34074.0,69,255,9,1,9,2,1,Low-Engagement,-1.1313012825769797,0.3374638790051518
10691,55,Master,Married,28520.0,55,43,4,0,7,2,1,Low-Engagement,-2.2991769473758374,-0.24426564214350066
7002,60,Graduation,Single,62535.0,13,398,13,0,6,1,1,Low-Engagement,-0.11235137090279625,-0.7657336514081826
2952,38,Master,Single,36273.0,80,76,6,0,9,1,1,Low-Engagement,-1.4686253496624253,-0.28415293392324215
8439,51,Graduation,Together,63404.0,97,902,13,1,10,2,3,Digital-Engaged,0.45139315283611636,0.6156885357815008
762,34,2n Cycle,Together,75774.0,27,823,20,0,11,1,3,Digital-Engaged,1.1499870011633293,0.658230177615115
2831,39,Graduation,Together,78416.0,99,1179,24,0,10,1,2,Established Value,1.8060716269075767,0.4843188011007261
6977,41,Graduation,Together,75702.0,87,1921,28,1,16,1,3,Digital-Engaged,3.2357529292482563,2.060624563156274
6289,64,Master,Together,59385.0,85,185,8,0,8,2,1,Low-Engagement,-1.1321572027100169,0.021654535308655458
4168,49,Graduation,Single,37070.0,30,433,14,0,12,2,1,Low-Engagement,-0.9767693606332061,1.3442550480017559
8397,64,Graduation,Married,44689.0,82,34,4,1,8,2,1,Low-Engagement,-1.435676657733284,-0.13871420545151902
9284,57,Graduation,Together,53977.0,21,907,22,0,10,1,3,Digital-Engaged,0.8250599133354439,0.5631798473750038
6237,49,PhD,Single,7144.0,92,416,25,0,23,2,3,Digital-Engaged,-0.7665505879055791,4.4543637347216025
3130,51,Graduation,Single,18701.0,95,44,6,0,7,2,1,Low-Engagement,-2.390027566268743,-0.18102502584555202
1619,59,Graduation,Married,90369.0,2,1588,16,0,5,0,2,Established Value,2.2601651179025426,-1.5116953808870681
1990,41,PhD,Single,63159.0,74,1797,16,1,6,0,2,Established Value,2.2813161780437423,-1.3152981997526503
5513,49,Graduation,Together,37758.0,49,40,4,0,9,2,1,Low-Engagement,-2.0511984253864313,0.2199134025296262
269,52,PhD,Single,46757.0,71,1143,15,0,13,1,3,Digital-Engaged,0.4250860276715036,1.0091877712945387
8093,46,Master,Married,79734.0,72,914,13,1,5,0,2,Established Value,1.6642182790123063,-1.728142539671471
10513,23,Graduation,Together,63207.0,68,1502,11,1,9,0,2,Established Value,1.7124101518226005,-0.7666663418982189
10177,61,Graduation,Divorced,72071.0,4,1338,17,0,7,1,2,Established Value,1.252296207685861,-0.3851256325261186
2549,32,PhD,Together,21840.0,80,27,4,0,10,1,1,Low-Engagement,-1.984580707266888,-0.07027081602942717
5782,33,2n Cycle,Together,58582.0,15,763,20,1,14,1,3,Digital-Engaged,1.1895591753842698,1.3932373693909883
10057,64,Graduation,Single,72282.0,70,1331,21,0,12,0,2,Established Value,2.0539315792222204,0.35977374511016325
10307,59,Graduation,Married,50387.0,91,525,16,0,11,2,3,Digital-Engaged,-0.44144416037747997,1.0719350867385071
8566,54,PhD,Together,32583.0,10,9,3,0,8,2,1,Low-Engagement,-2.289104971666049,-0.0046652718987368995
2415,53,Graduation,Together,62568.0,99,953,13,1,9,1,3,Digital-Engaged,0.9053596425934329,-0.17762063055512192
5684,44,Master,Divorced,44635.0,25,68,5,0,9,2,1,Low-Engagement,-1.7939607235671606,0.2602793659335203
8334,44,Master,Single,33316.0,34,131,7,0,8,2,1,Low-Engagement,-1.8837876476691766,0.11718167292999908
9166,47,Graduation,Married,63967.0,57,882,20,0,6,1,2,Established Value,0.8496386156792516,-0.5519861116037591
1440,37,2n Cycle,Together,52513.0,84,1149,23,0,16,0,3,Digital-Engaged,1.6147698437665938,1.4518809404038906
78,46,Graduation,Married,25293.0,51,37,4,0,9,1,1,Low-Engagement,-1.9107913790454378,-0.29457508972040575
5441,50,PhD,Widow,54111.0,97,388,13,0,10,1,1,Low-Engagement,-0.2550141322733652,0.14782353041791604
5302,29,Graduation,Together,78394.0,13,1428,15,0,6,0,2,Established Value,1.7748948734653396,-1.281045906689658
4687,57,Master,Married,80739.0,92,1633,23,0,4,0,2,Established Value,2.553564798165248,-1.5588248302366883
1087,40,Master,Together,22669.0,30,173,7,0,13,1,1,Low-Engagement,-1.5870459279049476,0.820471713368529
6859,28,Graduation,Single,29236.0,30,99,7,0,13,1,1,Low-Engagement,-1.4954345539945004,0.7993073427893187
9860,56,Graduation,Together,44911.0,11,215,9,0,11,1,1,Low-Engagement,-0.906506788501428,0.35837223047438777
7129,53,PhD,Married,54693.0,72,929,23,0,12,1,3,Digital-Engaged,0.9673278234844457,1.0326166235313818
5866,41,Graduation,Together,48186.0,39,219,9,0,11,1,1,Low-Engagement,-0.8206253861736509,0.3196360240533708
10521,38,Graduation,Married,54809.0,0,174,8,0,6,2,1,Low-Engagement,-1.2919661734440788,-0.364091896108706
7393,37,Graduation,Together,41580.0,15,92,6,0,7,2,1,Low-Engagement,-1.8066688562942277,-0.16963764765221068
7849,45,PhD,Married,80336.0,12,1052,24,0,3,0,2,Established Value,2.0679423693711194,-1.6886281844985356
332,58,Graduation,Married,47743.0,56,275,11,1,10,1,1,Low-Engagement,-0.18946712873212307,0.07458778800315372
9847,60,2n Cycle,Married,62972.0,39,587,14,0,13,1,3,Digital-Engaged,0.24282459318978772,0.9487369690983439
531,61,PhD,Divorced,57333.0,55,1662,22,0,14,1,3,Digital-Engaged,1.6454914573052866,1.4996709165373328
9576,33,PhD,Together,32313.0,60,159,8,0,13,1,1,Low-Engagement,-1.2941334050921276,0.7965930207818894
6906,62,Master,Widow,84953.0,73,1024,17,3,5,0,0,Premium High-Value,3.0966569031696447,-1.7167318997575183
7419,47,Master,Divorced,27071.0,90,35,5,0,8,1,1,Low-Engagement,-1.809806195156428,-0.5464972975746841
3170,58,Master,Together,68148.0,86,1042,14,0,6,0,2,Established Value,1.1217349119062927,-1.3649646734829386
8527,50,Master,Together,65735.0,37,395,14,0,13,2,3,Digital-Engaged,-0.3058276724776676,1.4911783387721191
7872,40,PhD,Married,86836.0,7,557,22,3,11,0,0,Premium High-Value,3.1510709772093217,-0.015816472029845683
9931,52,PhD,Married,4023.0,29,9,0,0,19,2,1,Low-Engagement,-2.9371075459716747,2.6198817152103357
10595,25,Graduation,Married,30093.0,19,69,5,0,9,0,1,Low-Engagement,-1.2582405076521608,-0.7906011494000055
4609,49,PhD,Married,57705.0,14,486,15,0,14,1,3,Digital-Engaged,0.10673400331122906,1.2697255551681914
5010,27,Graduation,Single,25008.0,72,34,4,0,9,1,1,Low-Engagement,-1.9177016784942136,-0.3151944887725112
4427,20,2n Cycle,Single,83257.0,56,1365,27,2,11,0,0,Premium High-Value,3.6796255368608906,0.19817596687539032
11148,40,Graduation,Together,22280.0,85,13,3,0,9,1,1,Low-Engagement,-2.070238324656002,-0.3571001444355058
1168,37,PhD,Married,72159.0,62,1401,20,0,6,0,2,Established Value,1.955422385427323,-1.1278940453462794
9595,54,Graduation,Together,64260.0,1,1574,13,0,7,0,2,Established Value,1.4394888863310291,-1.0536978322490098
10163,31,PhD,Single,82733.0,28,1323,19,0,12,0,2,Established Value,2.1534568596460333,0.29654240637468665
2886,44,Master,Divorced,74290.0,70,1217,28,2,16,1,0,Premium High-Value,3.032988848041223,2.0147351583869573
6710,64,Master,Single,58217.0,84,103,6,0,8,3,1,Low-Engagement,-1.8160329606036614,0.5027725395360286
5316,39,Master,Together,21024.0,89,84,6,0,9,0,1,Low-Engagement,-1.3844450141840312,-0.7970477056200548
9029,43,PhD,Married,70116.0,73,1536,22,0,3,0,2,Established Value,2.1243450176669714,-1.7877246028837104
521,30,Graduation,Together,54006.0,42,581,16,0,15,1,3,Digital-Engaged,0.1907731880869588,1.5338014614484037
1459,49,PhD,Married,69063.0,16,928,13,0,8,1,2,Established Value,0.5495262148114417,-0.29654883383907965
10241,40,2n Cycle,Divorced,11448.0,16,14,3,0,7,0,1,Low-Engagement,-1.9250742784215256,-1.2907336099302602
1630,36,Graduation,Single,61825.0,56,424,14,0,8,1,1,Low-Engagement,-0.001803089637538039,-0.2836534369747602
3254,44,Graduation,Married,70886.0,65,960,13,0,7,1,2,Established Value,0.6136232617501957,-0.5953069369233834
9064,33,Graduation,Married,69109.0,10,1555,19,1,10,0,2,Established Value,2.466947960405741,-0.18698629050108037
3678,42,Graduation,Widow,60208.0,13,656,18,1,15,2,3,Digital-Engaged,0.5649499617282671,2.109801780567142
4227,47,Master,Together,32889.0,78,55,6,0,7,2,1,Low-Engagement,-2.0410037872287923,-0.2075085683274691
9467,31,Graduation,Single,34738.0,51,20,4,0,7,1,1,Low-Engagement,-1.7280367733597073,-0.8107565775691566
8486,44,Master,Together,30538.0,27,367,13,0,19,1,3,Digital-Engaged,-0.7182762598097833,2.4824625148205928
2186,38,2n Cycle,Together,82326.0,30,2257,21,3,7,0,0,Premium High-Value,4.324326835092528,-1.0185334833811095
3286,48,PhD,Divorced,26642.0,71,42,5,0,8,1,1,Low-Engagement,-1.8162332721053704,-0.5256656484723631
8602,51,Graduation,Divorced,69932.0,97,1049,24,0,11,1,3,Digital-Engaged,1.4997626428786628,0.7546066028797688
3722,43,Graduation,Single,44503.0,83,48,5,0,8,2,1,Low-Engagement,-1.8223919147876912,-0.042186045156001224
6715,67,PhD,Single,60200.0,3,685,19,0,12,1,3,Digital-Engaged,0.5934780425666245,0.9360602576117096
4796,63,Graduation,Divorced,49638.0,71,39,4,0,3,1,1,Low-Engagement,-1.4084703342617042,-1.850620716984161
9612,28,2n Cycle,Single,23830.0,3,43,4,0,8,0,1,Low-Engagement,-1.5185356307424893,-1.0353110650417603
3766,56,Master,Widow,33051.0,15,835,18,0,18,0,3,Digital-Engaged,0.5370042291131565,1.8818412797668895
1399,57,Graduation,Married,72905.0,52,1515,19,1,4,0,2,Established Value,2.4400597404209092,-1.7022783704035578
1570,64,PhD,Together,69702.0,8,1039,24,0,11,1,3,Digital-Engaged,1.474092747753166,0.8462036318076107
3426,40,Graduation,Divorced,70300.0,89,1596,23,0,13,1,3,Digital-Engaged,1.9576103436947572,1.2174766284638645
3074,31,PhD,Married,70643.0,66,1828,17,0,11,0,2,Established Value,2.166220805675793,-0.016371050365385418
8341,46,PhD,Married,30396.0,22,34,4,1,8,1,1,Low-Engagement,-1.344333352109797,-0.5841147174709901
5180,47,PhD,Divorced,50616.0,56,149,8,0,11,1,1,Low-Engagement,-0.8925239018409283,0.2571167804405316
6461,46,Master,Single,62772.0,74,946,22,1,7,1,2,Established Value,1.4990823668698348,-0.30789995922992247
7679,30,PhD,Single,30298.0,48,28,5,0,4,0,1,Low-Engagement,-1.3594382450348828,-2.0381226159861203
10702,31,Graduation,Single,52413.0,67,450,15,0,14,1,3,Digital-Engaged,-0.046196066492257465,1.2315522561488963
7505,58,PhD,Married,44155.0,24,46,4,0,5,2,1,Low-Engagement,-1.9534774531916468,-0.7477246375833864
5113,44,PhD,Divorced,86979.0,67,1702,15,1,7,0,2,Established Value,2.7131256298240896,-1.1765052341619444
10858,40,Graduation,Together,76532.0,38,820,21,0,14,2,3,Digital-Engaged,0.837734589432762,1.962571730964968
2961,33,Graduation,Married,42081.0,86,382,13,1,12,1,3,Digital-Engaged,-0.057321128536291614,0.6230359214503487
2747,27,PhD,Married,67546.0,90,2126,19,0,7,0,2,Established Value,2.4429879351060513,-0.9278076183150565
3010,26,Master,Together,88420.0,87,2069,19,3,5,0,0,Premium High-Value,4.2583281695603565,-1.6567243507398843
5790,30,Graduation,Married,31158.0,62,72,5,0,10,1,1,Low-Engagement,-1.6526270968976284,-0.04342133760006968
6892,47,Graduation,Divorced,61671.0,23,732,20,2,18,1,3,Digital-Engaged,1.7601080334231611,2.288597725515612
1743,41,Graduation,Single,69719.0,99,801,10,0,3,0,2,Established Value,0.6223843949988831,-2.2631965736002453
3578,66,Graduation,Divorced,49160.0,29,236,10,0,9,1,1,Low-Engagement,-0.7426927857699074,-0.12284749442925762
8462,37,Basic,Together,24882.0,52,80,4,1,7,1,1,Low-Engagement,-1.4465586531831587,-0.8405495146112841
5558,61,PhD,Single,90933.0,90,1685,14,1,5,0,2,Established Value,2.696965879563372,-1.736022004856419
4619,70,PhD,Single,113734.0,9,277,27,0,28,0,3,Digital-Engaged,2.2865428379712585,4.456684887831364
8780,65,PhD,Together,59292.0,71,507,16,0,6,1,2,Established Value,0.12380497480779293,-0.7032629792050861
10789,51,PhD,Married,45759.0,13,68,5,0,9,2,1,Low-Engagement,-1.7684288819705416,0.26906357867352493
10779,32,Graduation,Single,22148.0,16,49,4,0,8,0,1,Low-Engagement,-1.5519842965121293,-1.0433224624159267
5896,28,Master,Married,73395.0,94,397,14,0,6,0,2,Established Value,0.6705630194316369,-1.396436079484228
2337,44,Graduation,Divorced,29819.0,77,39,6,0,9,1,1,Low-Engagement,-1.6574323911845237,-0.2614808392967277
10951,47,Graduation,Married,45688.0,20,306,12,1,7,1,1,Low-Engagement,-0.18970669856228073,-0.5751288419474276
544,61,Graduation,Married,62820.0,51,976,13,0,4,0,2,Established Value,0.8310768468744542,-1.8369414277684715
17,44,PhD,Married,60491.0,81,1028,24,0,11,1,3,Digital-Engaged,1.2518192879650907,0.800004053600685
10680,29,Graduation,Together,33235.0,71,70,6,0,10,1,1,Low-Engagement,-1.53361406271232,-0.022240705306839238
3265,56,Graduation,Married,35701.0,36,46,4,0,7,0,1,Low-Engagement,-1.240746602679018,-1.34917646841319
5623,35,Master,Married,31535.0,95,51,4,1,8,1,1,Low-Engagement,-1.2925283408372616,-0.6620951921621709
5832,55,2n Cycle,Together,92556.0,32,1263,21,0,3,0,2,Established Value,2.3444723091130073,-1.8551891443787216
5544,45,Graduation,Single,67384.0,32,1490,20,1,12,1,3,Digital-Engaged,2.0261493932720818,0.8697730954314344
6417,44,Master,Together,80573.0,85,1564,23,0,6,0,2,Established Value,2.516019579303683,-1.0651891204073036
5831,48,Graduation,Married,77870.0,93,1815,15,2,13,1,0,Premium High-Value,2.708147822929936,0.7776051372497148
7101,52,PhD,Widow,52278.0,24,1198,25,0,18,1,3,Digital-Engaged,1.3714641214253624,2.625942045638492
10176,47,Graduation,Single,57107.0,44,416,16,2,12,1,0,Premium High-Value,1.0031271731842213,0.6703147667932422
2326,25,Graduation,Married,18929.0,15,85,5,0,7,0,1,Low-Engagement,-1.5421466028715367,-1.2384438881670157
4385,34,PhD,Single,36038.0,82,47,6,0,9,1,1,Low-Engagement,-1.500032542049178,-0.28578510098645027
2929,39,Graduation,Single,20180.0,27,137,7,0,9,0,1,Low-Engagement,-1.295287326814618,-0.6936227183568588
10686,50,PhD,Together,34230.0,72,21,3,0,8,2,1,Low-Engagement,-2.2345311337151563,-0.07307231122458414
2546,38,2n Cycle,Single,31878.0,7,70,5,0,4,1,1,Low-Engagement,-1.731606778599671,-1.449591525770999
3283,43,2n Cycle,Married,70932.0,57,909,20,0,9,1,3,Digital-Engaged,1.085195510502932,0.15678986062020928
3138,59,Graduation,Single,91249.0,84,1676,22,4,11,0,0,Premium High-Value,4.734969567079739,-0.1560105089318515
4994,72,Master,Single,77598.0,53,1735,25,1,10,0,2,Established Value,3.256247594810875,-0.03424803850206584
7966,56,Graduation,Single,80982.0,48,1191,27,0,16,2,3,Digital-Engaged,1.7262112262375053,2.6503667679267324
3112,38,Master,Married,22701.0,2,24,4,0,6,1,1,Low-Engagement,-2.0347509214680026,-0.966658003000176
10872,46,PhD,Married,55212.0,65,1182,17,2,12,1,0,Premium High-Value,1.7167905740704656,0.6999062037657847
2181,45,Graduation,Married,70617.0,45,1280,13,0,5,0,2,Established Value,1.3050885667572947,-1.6083089369111154
1867,58,Graduation,Single,64849.0,42,1336,18,0,14,0,3,Digital-Engaged,1.6961570876669005,0.7876856299367613
1518,50,Master,Married,62694.0,29,749,19,0,16,2,3,Digital-Engaged,0.32983484725673295,2.426929168543034
5734,41,PhD,Married,61917.0,83,91,6,0,7,2,1,Low-Engagement,-1.309823387109492,-0.3022177168036882
2878,68,PhD,Married,67472.0,93,414,13,0,7,1,1,Low-Engagement,0.045397102680456124,-0.6192979112410626
1458,33,Master,Married,21059.0,40,44,6,0,9,1,1,Low-Engagement,-1.8683147782622869,-0.1964410808600361
7007,47,Master,Married,29543.0,47,63,6,0,10,2,1,Low-Engagement,-2.0744072565312224,0.5647196060059257
6200,64,Graduation,Married,75903.0,50,901,21,0,9,1,2,Established Value,1.2664354382467642,0.18529176199966518
1403,40,2n Cycle,Together,34984.0,40,38,4,0,8,2,1,Low-Engagement,-2.1354507074012954,-0.005665196319623266
4827,59,PhD,Single,54998.0,3,455,15,0,8,1,1,Low-Engagement,-0.0751654566415872,-0.1711218095892844
6250,66,PhD,Widow,54356.0,62,775,21,0,19,1,3,Digital-Engaged,0.7826437851797826,2.6720279804138225
9291,56,Master,Married,34242.0,25,15,3,0,5,1,1,Low-Engagement,-1.8466304937287341,-1.3062500035834617
2478,42,Graduation,Married,25410.0,48,38,5,0,5,1,1,Low-Engagement,-1.8961442088663165,-1.228448849466683
1139,31,PhD,Married,73356.0,56,1512,21,3,7,0,0,Premium High-Value,3.5612218623154055,-1.0239963230692937
5138,65,Graduation,Together,28320.0,68,43,4,0,9,1,1,Low-Engagement,-1.8304627163387786,-0.32127436955242594
5393,38,Graduation,Single,23763.0,64,42,4,0,8,1,1,Low-Engagement,-1.956080927328979,-0.5464265821408547
10413,31,Graduation,Married,72570.0,67,1089,22,0,5,0,2,Established Value,1.810984458025589,-1.3073511398928188
5015,39,Master,Married,34529.0,94,162,7,0,9,1,1,Low-Engagement,-1.3619866892473238,-0.2552802296876067
10868,64,Graduation,Widow,70792.0,82,1272,17,0,6,0,2,Established Value,1.6002268675296423,-1.256037800044524
10676,33,Graduation,Married,63211.0,3,1173,18,0,5,0,2,Established Value,1.374288037906704,-1.35936060225015
2495,41,Master,Married,83891.0,24,816,21,0,5,1,2,Established Value,1.3206998033084931,-0.7872474048365098
7842,47,Graduation,Single,36065.0,54,74,6,0,11,2,1,Low-Engagement,-1.8921769941885038,0.7808219007366016
9955,61,Graduation,Together,39898.0,20,134,7,0,10,1,1,Low-Engagement,-1.252630373658887,0.04678543156411409
6663,75,PhD,Single,51141.0,96,157,8,0,8,0,1,Low-Engagement,-0.4688098592230123,-1.0664469076771175
2162,39,Graduation,Married,56939.0,19,561,16,0,6,1,2,Established Value,0.10910075799911981,-0.6422158263750367
3434,64,Graduation,Single,80872.0,60,1336,18,0,5,0,2,Established Value,1.9524458308323547,-1.470612035920874
7919,39,PhD,Together,72335.0,2,2092,22,0,18,0,3,Digital-Engaged,2.8864038040147233,1.934412617690841
5626,51,PhD,Single,61798.0,13,463,15,0,8,0,2,Established Value,0.539530555898498,-0.7533928034127849
6428,65,PhD,Widow,76842.0,37,1130,16,0,1,0,2,Established Value,1.470059034062698,-2.483965272052874
8514,39,Graduation,Together,29478.0,59,20,4,0,7,1,1,Low-Engagement,-1.8535623900337914,-0.8026292579952344
10448,59,Graduation,Single,46998.0,55,377,13,1,12,1,3,Digital-Engaged,0.052583331556351816,0.6394324955673923
2109,25,Graduation,Single,96843.0,60,1544,27,1,8,0,2,Established Value,3.6017294115174145,-0.5087938348452187
7530,65,PhD,Widow,56551.0,48,138,7,0,6,2,1,Low-Engagement,-1.3460350102101815,-0.45580208147894635
8925,50,Master,Married,70053.0,38,1012,23,0,13,1,3,Digital-Engaged,1.421575869448155,1.2640227506227522
3009,53,PhD,Widow,71670.0,8,1766,14,3,11,0,0,Premium High-Value,3.312810994542898,-0.2513957434959428
6355,37,Graduation,Married,44359.0,19,45,6,0,5,2,1,Low-Engagement,-1.8106653031296152,-0.6695703181510513
3517,63,Graduation,Single,40887.0,32,161,7,0,12,2,1,Low-Engagement,-1.6166136722418973,1.0695144454260044
1158,49,Graduation,Divorced,48877.0,27,144,7,0,10,1,1,Low-Engagement,-1.0267940643635547,0.011901929535154546
6203,68,Graduation,Together,74485.0,58,1734,25,0,9,0,2,Established Value,2.701859072131193,-0.21309971255822183
7165,43,Graduation,Together,64474.0,59,823,20,0,13,1,3,Digital-Engaged,0.9113819263323266,1.1472605806652267
3595,52,Graduation,Together,77226.0,29,1138,26,0,9,1,2,Established Value,1.8567233780007182,0.38945644492958276
8537,66,Graduation,Widow,72643.0,60,1429,20,1,5,0,2,Established Value,2.441957405552787,-1.4303812800433688
4331,37,Master,Together,85738.0,41,1371,20,2,4,0,0,Premium High-Value,3.1525982510196826,-1.7555198584283538
6281,49,Graduation,Divorced,55686.0,27,982,14,1,10,1,3,Digital-Engaged,0.8410967151645689,0.19784316307061806
4338,32,Graduation,Single,39062.0,28,44,4,1,5,1,1,Low-Engagement,-1.1699533419952202,-1.3470794651875555
2452,44,Graduation,Together,34600.0,8,318,12,0,13,2,1,Low-Engagement,-1.266899436229313,1.542824505629245
9507,40,Graduation,Married,40794.0,18,434,14,0,13,1,3,Digital-Engaged,-0.4305044450174095,1.0372942966268364
8360,44,2n Cycle,Married,54690.0,76,198,9,0,6,2,1,Low-Engagement,-1.1940542052251388,-0.4043205524157492
10311,46,Graduation,Married,4428.0,0,359,25,0,26,1,3,Digital-Engaged,-0.34271658206085476,4.726823288813712
5117,52,2n Cycle,Married,32632.0,32,576,16,0,9,0,1,Low-Engagement,0.025971004972108455,-0.40096935777808235
4867,47,PhD,Single,38236.0,2,88,7,0,10,2,1,Low-Engagement,-1.7788113464086226,0.6208933753557896
9289,36,Graduation,Married,36781.0,16,63,5,0,10,1,1,Low-Engagement,-1.5312092591473543,-0.013921109138656065
10913,31,Master,Single,31385.0,56,27,3,1,9,1,1,Low-Engagement,-1.3776669368493213,-0.41550314965749563
3032,31,Graduation,Married,24570.0,97,193,8,0,13,1,1,Low-Engagement,-1.445259197109037,0.783138840864812
